lemma,family,rationale,irregular_by_engine,imperfective_stem,perfective_stem,imperfective_root,perfective_root,verified_via
مکملېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
میده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
میراتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
میراث اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
میل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مین کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مینېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مېشتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نازلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نازېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نافذېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نامنظوره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نامنظورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ناکامه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ناکامېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نتیجه اخستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نزدې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نسکورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نشرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نصب کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نغومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نفس ایستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نهیلی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نوستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نوږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نوی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نڅوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نچوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نژدې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نښلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نیمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نېزدې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
نېغېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هرکلی وایل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هسکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هضمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هلاکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هوارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هوسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هټکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هک دک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هک پک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هڼهڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هیبت اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هیسته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
هېښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
واردېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وازېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
واقع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
واوره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
واپس کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
واکسینېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
واکمنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وایل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ودانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ودېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ورانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ورزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وروستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وروسته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وروستو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ورکوټی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وریتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وزن کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وصلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وقفېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ولچکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وهمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ووړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وړاندې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وړوکی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وږمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ویدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ویستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ویلي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ویلې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ویلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ویښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
وېزارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټانسل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټاټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټسټ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټمبه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټنډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټوخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټونګرېیل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټوټه ټوټه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټوکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټپرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټکنی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټینګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټیټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټیپ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټیک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټېغ ایستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ټېکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پابندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پاته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پاتې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پاتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پاشل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پالش کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پاڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پاکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پایمالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پتېیل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پخسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پخلا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پراخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرانستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرانیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرتوګ ایستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرشېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرنجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرکالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پریړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرېشانه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پرېشانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پس پا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پسخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پسې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پلانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پلنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پلیتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پلې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پناه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پنځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
په تمه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
په سد کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پورته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پوره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پورې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پوستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پوهېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پوپنا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پوڅه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پړسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پړقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پړکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پښېمانه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پیدا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پیلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پیمالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پیوند کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پیچیده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پیکه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پېش کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پېشنهادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پېچیده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پېچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پېښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
پېیل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځایېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځغاستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځغستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځغلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځلبلاندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځنبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځنځیرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځنډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځوړندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ځړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څربېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څرخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څرپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څرکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څرګنده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څرګندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څملاستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څوکرېیل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
څیرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چاغېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چالو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چاودېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چاپ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چاپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چاپېره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چاپېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چاکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چخڼی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چر کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چسپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چنجنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چوخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چورلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چونګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چوپ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چوڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چټلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چپ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چڼکاوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چیتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چینګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چیچړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
چېک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډامبرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډاډه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډبرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډنګرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډونګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډیجیټلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ډېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ړندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ړنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ړوندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ږمنځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ژدویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ژوبلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ژړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښایسته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښویېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښکاره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښکارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښکته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښکلی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښکېل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښیل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ښېرازېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کابو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کامیابېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کاوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کبابېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کجاوې ویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کرپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کرړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کسکرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کش کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کشفېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کشېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کفر ویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کلوچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کلکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کمزورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کنده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کنټرولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کنډوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کنګالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کنګلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کورړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کوزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کولاوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کومڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کونډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کوچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کوکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کټ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کټارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کړمنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کړمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کړنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کړوپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کښته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کښېناستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ککړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کیسه ویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کېناستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
کېناستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګانې ویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګران کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګردان کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګردانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګرزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګرفتارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګرمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګروهېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګرځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ګرړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
