lemma,family,rationale,irregular_by_engine,imperfective_stem,perfective_stem,imperfective_root,perfective_root,verified_via
دوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
دوکه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ذبح کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رائجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
راجع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
راستنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
راستونېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
راوستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
راویښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
راټولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
راپورته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
راکوزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ربلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رجسټر کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رحمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رخصت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رد کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ردېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رسمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رسوا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رشوت اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رغړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رغېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رفع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رنځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رهي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
روانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
روغېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
روږدی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
روږدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
روښانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
روښنایي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رویکارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رژېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رڼا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ریل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ریټایر کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ریچې ریچې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ریکارډ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رېزه رېزه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
رېږدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زخمي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زرغونېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زره زره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زلقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زلکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زمولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زنګ اخستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زهیرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زوړندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زړه نا زړه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زیات کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زیاتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زیږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
زېږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سا اخستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سا اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سازېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سانسورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ساه اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سبق وایل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سبق ویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ستایل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ستمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ستنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ستومانه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ستومانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ستړی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ستړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سخا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سختېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سرتورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سریښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سقوطېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سمبالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سنت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سنتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سندرې ویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سنګارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سنګسارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سور کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سوری کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سوق کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سونګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سوځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سپخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سپرې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سپرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سپلای کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سپورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سپړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سپکې سپورې ویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سکویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سیده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
سېټ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شاته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شاملېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شاهدي وایل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شاړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شرحه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شرمنده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شرمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شرنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شروع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شریکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شمارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شنډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شوارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شړمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شکل ایستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
شڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
صادرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
صحیح کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
صفا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ضایع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
طلبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ظاهره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ظاهرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
عادت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
عاشق کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
عامېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
عبثېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
عذابېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
عملي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
عیانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غالب کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غایبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غربېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غرقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غصه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غلبېل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غلطېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غلی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غمجنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غني کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غوبلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غورځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غوزارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غوسه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غوصه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غونجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غونډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غوټه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غوړپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غوږ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غچ اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غړمبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غړندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غړومبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
غیبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فارغېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فاسدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فاش کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فراخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فرارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فرشېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فرمایل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فلج کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فنا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فناه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
فېل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قابو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قاتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قانع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قایمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قبضه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قبلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قتلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قدم اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قرارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قرباني کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قربانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قرض اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قرنطینېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قلابند کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قید کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
قیمه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لالهاندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لاندې باندې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لاهو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لت پت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لتاړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لرې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لعنت ویل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لغوه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لغړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
للونېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لمبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لمدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لنډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لوستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لوندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لوټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لوڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لویېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لړزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لیلامېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لېوالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لېونی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لېوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
لېږدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ماتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ماشوم اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مایل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مایله کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مایلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مایوسه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مایوسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
متحد کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
متروکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
متمدنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
متهمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
متوجه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مجازات کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مجازاتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مجبورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مجهزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
محدودېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
محرومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
محسوسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
محفوظ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
محو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
محکمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
محکومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مخامخ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مخامخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مختصر کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مختلف کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مخکې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مخې ته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مدغمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مدللېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مرادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مراعتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مربوطېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مرتبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مرمت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مرمتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مروجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مرورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مزه اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مستردېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مستعفي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مستند کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مستندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مسخ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مسلمانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مسمومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مسکی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مسکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مشتقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مشغولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مشهور کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مشهورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مضبوطېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مطرح کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
معلومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مغلوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مقاله لوستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مقررېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مقصودېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ملاستل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ملامتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ملاوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ملحقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
ممکنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منتخب کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منحرفېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منحلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منسوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منسوخ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منسوخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منصوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منظمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منعکس کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منعکسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منفي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منقبضېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
منکرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
موسکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
موسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مومیایي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
موندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مړ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
مکمل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل),False,,,,,none
