lemma,family,rationale
سولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سونګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سوځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سپخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سپرې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سپرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سپلای کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سپورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سپړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سپکې سپورې ویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سکویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سیده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
سېټ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شاته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شاملېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شاهدي وایل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شاړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شرحه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شرمنده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شرمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شرنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شروع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شریکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شمارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شنډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شوارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شړمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شکل ایستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
شڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
صادرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
صحیح کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
صفا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ضایع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
طلبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ظاهره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ظاهرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
عادت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
عاشق کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
عامېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
عبثېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
عذابېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
عملي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
عیانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غالب کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غایبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غربېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غرقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غصه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غلبېل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غلطېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غلی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غمجنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غني کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غوبلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غورځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غوزارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غوسه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غوصه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غونجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غونډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غوټه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غوړپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غوږ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غپېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غچ اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غړمبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غړندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غړومبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
غیبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فارغېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فاسدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فاش کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فراخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فرارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فرشېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فرمایل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فلج کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فنا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فناه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
فېل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قابو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قاتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قانع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قایمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قبضه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قبلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قتلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قدم اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قرارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قرباني کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قربانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قرض اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قرنطینېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قلابند کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قید کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
قیمه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لالهاندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لاندې باندې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لاهو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لت پت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لتاړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لرې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لعنت ویل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لغوه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لغړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
للونېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لمبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لمدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لنډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لنګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لوستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لوندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لوټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لوڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لویېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لړزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لیلامېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لېوالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لېونی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لېوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
لېږدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ماتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ماشوم اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مایل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مایله کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مایلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مایوسه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مایوسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
متحد کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
متروکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
متمدنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
متهمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
متوجه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مجازات کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مجازاتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مجبورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مجهزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
محدودېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
محرومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
محسوسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
محفوظ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
محو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
محکمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
محکومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مخامخ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مخامخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مختصر کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مختلف کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مخکې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مخې ته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مدغمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مدللېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مرادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مراعتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مربوطېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مرتبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مرمت کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مرمتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مروجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مرورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مزه اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مستردېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مستعفي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مستند کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مستندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مسخ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مسلمانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مسمومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مسکی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مسکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مشتقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مشغولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مشهور کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مشهورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مضبوطېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مطرح کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
معلومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مغلوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مقاله لوستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مقررېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مقصودېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ملاستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ملامتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ملاوېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ملحقېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ممکنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منتخب کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منحرفېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منحلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منسوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منسوخ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منسوخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منصوبېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منظمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منعکس کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منعکسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منفي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منقبضېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
منکرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
موسکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
موسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مومیایي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
موندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مړ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مکمل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مکملېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
میده کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
میراتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
میراث اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
میل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مین کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مینېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
مېشتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نازلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نازېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نافذېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نامنظوره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نامنظورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ناکامه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ناکامېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نتیجه اخستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نزدې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نسکورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نشرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نصب کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نغومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نفس ایستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نهیلی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نوستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نومېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نوږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نوی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نڅوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نچوړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نږېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نژدې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نښلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نیمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نېزدې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
نېغېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هرکلی وایل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هسکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هضمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هلاکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هوارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هوسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هټکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هک دک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هک پک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هڼهڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هڼېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هیبت اخیستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هیسته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
هېښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وادېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
واردېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وازېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
واقع کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
واوره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
واپس کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
واکسینېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
واکمنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وایل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ودانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ودېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ورانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ورزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وروستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وروسته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وروستو کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ورکوټی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وریتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وزن کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وصلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وقفېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ولچکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وهمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ووړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وړاندې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وړوکی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وږمېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ویدېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ویستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ویلي کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ویلې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ویلېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ویښېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وېرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
وېزارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټانسل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټاټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټسټ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټمبه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټنډېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټوخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټولېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټونګرېیل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټوټه ټوټه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټوکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټپرېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټکنی کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټینګېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټیټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټیپ کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټیک کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټېغ ایستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
ټېکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پابندېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پاته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پاتې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پاتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پارېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پاشل کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پالش کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پاڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پاکېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پایمالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پتېیل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پخسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پخلا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پراخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرانستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرانیستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرتوګ ایستل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرزېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرشېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرنجېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرچېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرکالېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پریړېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرېشانه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پرېشانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پس پا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پسخېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پسې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پلانېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پلنېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پلیتېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پلې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پناه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پنځېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
په تمه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
په سد کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پورته کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پوره کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پورې کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پورېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پوستېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پوهېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پوپنا کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پوڅه کېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پټېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پڅېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
پړسېدل,potential_irregular,ending heuristic (یل/ېدل/ستل)
