translation,book,chapter,verse,file_id,file_name
yousafzai,Psalms,99,5,19TUeCZIS6j7YgCdw9Zktw6Ducyx3IC-k,"yousafzai_psalms099_verse_005.mp3"
yousafzai,Psalms,137,9,1Am0434wFiB1MfozYNFdrk2pzNeRFITss,"yousafzai_psalms137_verse_009.mp3"
yousafzai,Psalms,137,9,17xYbDs38hr3oMYChokUVDzPDeOipIah-,"yousafzai_psalms137_verse_009.mp3"
yousafzai,Psalms,99,4,1bQBG6YGDI5y6zlt7KOO9Qy1koxiTFtuu,"yousafzai_psalms099_verse_004.mp3"
yousafzai,Psalms,99,5,1qeL1qp7Gdv8ek0tvCsxYGi8L2KMjxW2L,"yousafzai_psalms099_verse_005.mp3"
yousafzai,Psalms,137,8,1qnAsJp3c0sMBWaQtu_rXeVGxnA0cEhz4,"yousafzai_psalms137_verse_008.mp3"
yousafzai,Psalms,137,8,1WNTsp8IU_sjzSp05dilYhn_ZABN56HZC,"yousafzai_psalms137_verse_008.mp3"
yousafzai,Psalms,137,6,1MoQb5n6pagXjtwaMCK0p5TyWY1MD6YI7,"yousafzai_psalms137_verse_006.mp3"
yousafzai,Psalms,137,6,1uEJO1YMDRJ__UYElB_Vo6ea0Q54rhmP2,"yousafzai_psalms137_verse_006.mp3"
yousafzai,Psalms,137,7,1wg4QAS9iUJfJD8tGB283b0E0L5SAB8oO,"yousafzai_psalms137_verse_007.mp3"
yousafzai,Psalms,137,7,1Zf2TB-E6GKeistJnXKzb6bz_b0WVjxjG,"yousafzai_psalms137_verse_007.mp3"
yousafzai,Psalms,137,5,16AS_kIpv2FnxTMdBRe-7e2ZQgwD4l-Qz,"yousafzai_psalms137_verse_005.mp3"
yousafzai,Psalms,137,5,1geTmwn8UgNX77Fa-corCexUEFvmL0rE4,"yousafzai_psalms137_verse_005.mp3"
yousafzai,Psalms,137,4,1rWVaU37pkngHOm77Toacx-5GqfSv0aJk,"yousafzai_psalms137_verse_004.mp3"
yousafzai,Psalms,137,4,1Vjyxby7hAaufmF1--wT01aSG-dWVp2PK,"yousafzai_psalms137_verse_004.mp3"
yousafzai,Psalms,137,1,1oB-XjqgaVRUffWjGsBsfAqsohMq4RsRS,"yousafzai_psalms137_verse_001.mp3"
yousafzai,Psalms,137,3,19UZde3Jz8vydHhMwqk51aDX9BKOzdOss,"yousafzai_psalms137_verse_003.mp3"
yousafzai,Psalms,137,3,1soRfTOhe1jyS8lD5b3-rOS0nForbf2jr,"yousafzai_psalms137_verse_003.mp3"
yousafzai,Psalms,137,1,1KwpMGhwyPTq6uj9Ev1EakTdtDwJflja2,"yousafzai_psalms137_verse_001.mp3"
yousafzai,Psalms,137,2,1g-97X1kD7SFEENAcj05C8N9ZEeO_K4j6,"yousafzai_psalms137_verse_002.mp3"
yousafzai,Psalms,137,2,1xZhz38O0MGHeeXiPRqVZv1SWnxkicgzk,"yousafzai_psalms137_verse_002.mp3"
yousafzai,Psalms,87,1,19lQACBG6gpvaYj-V1564JuKpVkjZMDSG,"yousafzai_psalms087_verse_001.mp3"
yousafzai,Psalms,87,1,1jmjUtPnpc1kfTM_8-pOw8E8erza0XGB0,"yousafzai_psalms087_verse_001.mp3"
yousafzai,Psalms,87,2,1BwO7fwLao4YiXyy2cyR_vaC_-00PrVXI,"yousafzai_psalms087_verse_002.mp3"
yousafzai,Psalms,87,3,1nBLxTlflEUGwFOo7ejhR-obmqQVICjFd,"yousafzai_psalms087_verse_003.mp3"
yousafzai,Psalms,87,6,16t1fLN2c5IIv3tLb0x5LYkiTQdbzAANU,"yousafzai_psalms087_verse_006.mp3"
yousafzai,Psalms,87,6,1YZIQncoInGyKzawSYVX-3rha0fQA8FGQ,"yousafzai_psalms087_verse_006.mp3"
yousafzai,Psalms,87,3,1gHehEZMDGazpbSyfc7q-ofxKsJU_Dq7q,"yousafzai_psalms087_verse_003.mp3"
yousafzai,Psalms,87,2,1j6_owan-Q8F2moMkQHnbGKJpKRPV246W,"yousafzai_psalms087_verse_002.mp3"
yousafzai,Psalms,87,7,1wOCxxcT2JXZhucQFZRw_Vr4y-bYYTBGH,"yousafzai_psalms087_verse_007.mp3"
yousafzai,Psalms,87,7,19ZWhX5_xWS5Q64t5gWGgOdR-lWqwpk0h,"yousafzai_psalms087_verse_007.mp3"
yousafzai,Psalms,87,5,159NDhxu2m-g9q4qktTuVzf4LAdJfQbXY,"yousafzai_psalms087_verse_005.mp3"
yousafzai,Psalms,87,5,1pAju5YPeo5i37g0y2DTKnjPOFaALZakb,"yousafzai_psalms087_verse_005.mp3"
yousafzai,Psalms,87,4,1UqL1cK6-XzitJ-SYkEvYEdY1YIUMXsIJ,"yousafzai_psalms087_verse_004.mp3"
yousafzai,Psalms,87,4,1gCfhtkATHTWXybKFP_qwsXFjBVFoZTVf,"yousafzai_psalms087_verse_004.mp3"
yousafzai,Psalms,146,2,1CB__Z0vTkZTbUNNzm3PQGKcM7C7MGeiV,"yousafzai_psalms146_verse_002.mp3"
yousafzai,Psalms,146,2,1xKO0cSwpQwflP1a6y6j96vSkUApT1cB_,"yousafzai_psalms146_verse_002.mp3"
yousafzai,Psalms,146,3,1LzReE8fpDWmyXh8VSjLPHUGDp7dqSzRz,"yousafzai_psalms146_verse_003.mp3"
yousafzai,Psalms,146,3,1ZHcwxTQoqc3fwmJZZpp3IA7Dpu7VN_7u,"yousafzai_psalms146_verse_003.mp3"
yousafzai,Psalms,146,1,1h9ETBwHlVsWwRMV4_AKerO7NX2br6GbL,"yousafzai_psalms146_verse_001.mp3"
yousafzai,Psalms,146,4,1yYWZys7WsQcIdpykwc9TiR8D--Vn_Qpb,"yousafzai_psalms146_verse_004.mp3"
yousafzai,Psalms,146,5,1_puIYje0zpgoXvBMj0JnlO_8yEjZ2aOu,"yousafzai_psalms146_verse_005.mp3"
yousafzai,Psalms,146,5,13uqWCEFV9m5r6xhD_E5E0PwWGByhwhXM,"yousafzai_psalms146_verse_005.mp3"
yousafzai,Psalms,146,1,1HbokqzEb-YuDvf1DMHoW_BcKtIIV7qnB,"yousafzai_psalms146_verse_001.mp3"
yousafzai,Psalms,146,4,1ancxPktdTV0x_f8C1bfLrx972J6SdGVW,"yousafzai_psalms146_verse_004.mp3"
yousafzai,Psalms,146,10,190HkQxkbSJDTmQVyc5AbuPDQ9ayulswA,"yousafzai_psalms146_verse_010.mp3"
yousafzai,Psalms,146,10,14aHzS5o2wF3c-wBgRO8MVITx5Yqa5uQZ,"yousafzai_psalms146_verse_010.mp3"
yousafzai,Psalms,146,7,15xbyRSBtwUPLbBDsky4OZVCNEFM_5AHQ,"yousafzai_psalms146_verse_007.mp3"
yousafzai,Psalms,146,6,1LqV83a0dGULyKWqRYnQ2gJVbWK2bVA1s,"yousafzai_psalms146_verse_006.mp3"
yousafzai,Psalms,146,6,1gbgB63-fI4ai6MVO3CFiP9kwXKYZ6lzU,"yousafzai_psalms146_verse_006.mp3"
yousafzai,Psalms,146,8,1uAI_WaY4C-0gIkGz370aYYBKIhqtXALV,"yousafzai_psalms146_verse_008.mp3"
yousafzai,Psalms,146,7,1B4r0nmzw90f3OggkPgtEcPm9InFejq8j,"yousafzai_psalms146_verse_007.mp3"
yousafzai,Psalms,146,8,1FEptu11nq6P0iDD05MOoI01Tptn_vHGa,"yousafzai_psalms146_verse_008.mp3"
yousafzai,Psalms,146,9,1egTfoJdiloXso2e8SnYtNgvj9337FHLt,"yousafzai_psalms146_verse_009.mp3"
yousafzai,Psalms,146,9,1OEzVlj9G2XeKXVTCjBpyut_h47CiuaDX,"yousafzai_psalms146_verse_009.mp3"
yousafzai,Psalms,125,1,1Zif25904zRGoyboZpuypQ77zUWhqtVl4,"yousafzai_psalms125_verse_001.mp3"
yousafzai,Psalms,125,1,1iVyjjQtJ497JocaQLRMjTS2Yoa0Hjljd,"yousafzai_psalms125_verse_001.mp3"
yousafzai,Psalms,125,2,1UyehlLg2VhJ3UNH9ETCzZ3TT_h1Vdnxd,"yousafzai_psalms125_verse_002.mp3"
yousafzai,Psalms,125,3,14FxaEqfwce9p1mg4Mgtr4M8ISwguSwv4,"yousafzai_psalms125_verse_003.mp3"
yousafzai,Psalms,125,5,10Q7DFJRw0UD2iXJqJTEU_VRtd9gWm9iX,"yousafzai_psalms125_verse_005.mp3"
yousafzai,Psalms,125,3,1J-GsBqJ5TSis3Xkpd-mYylhxJlFZ42tw,"yousafzai_psalms125_verse_003.mp3"
yousafzai,Psalms,125,5,1rEuCneIDG5d3icZFICkVaxwdVd5kZdYZ,"yousafzai_psalms125_verse_005.mp3"
yousafzai,Psalms,125,2,1ikGCeLjZ9Kvktbsi_q2HFDSJ-87HtKmR,"yousafzai_psalms125_verse_002.mp3"
yousafzai,Psalms,125,4,1PIvlfVniqRO9y4TtrATiAIh-MvxNJhDK,"yousafzai_psalms125_verse_004.mp3"
yousafzai,Psalms,125,4,1AVBQif7-_YccDxzRATCEdsWVKY7NZuBM,"yousafzai_psalms125_verse_004.mp3"
yousafzai,Psalms,95,6,1FH0oz5jLPl8rBerGoAjQzsO0DEAqfATy,"yousafzai_psalms095_verse_006.mp3"
yousafzai,Psalms,95,7,10IrINfOd18rEwhj9EhBsWiBAbC0USZyc,"yousafzai_psalms095_verse_007.mp3"
yousafzai,Psalms,95,7,14ZOqs6gDkR5vU6ZBFi_FVpM1MNKzCku4,"yousafzai_psalms095_verse_007.mp3"
yousafzai,Psalms,95,6,1i3INdPGjAMdOIs3gIHO3wcH0VqblxEwf,"yousafzai_psalms095_verse_006.mp3"
yousafzai,Psalms,95,11,1ie5nRpaA63RU2GLJyryRBVOiMz5q436f,"yousafzai_psalms095_verse_011.mp3"
yousafzai,Psalms,95,11,1OQIspDc0DoPi4cyBvc-KS3osqzYjBn6y,"yousafzai_psalms095_verse_011.mp3"
yousafzai,Psalms,95,5,151vm0S2hubZZkFdahm8CTxbAgNMPWQNe,"yousafzai_psalms095_verse_005.mp3"
yousafzai,Psalms,95,5,1K2KCNEIBjmAl50M3M0mToud8RZNSCteJ,"yousafzai_psalms095_verse_005.mp3"
yousafzai,Psalms,95,4,1r1CCOtU-IyGCfb-Yacyu1kRVRDlMVq4w,"yousafzai_psalms095_verse_004.mp3"
yousafzai,Psalms,95,10,1cKfqttkCS7YJf1lXr6az8ukXoKOYhbL2,"yousafzai_psalms095_verse_010.mp3"
yousafzai,Psalms,95,4,1jBCwu9wrC2xc6K9rzMekBu9shXv5YKHa,"yousafzai_psalms095_verse_004.mp3"
yousafzai,Psalms,95,10,1Y_BJORetWCyf5H1r-p_WkQ03ilB0D6Cm,"yousafzai_psalms095_verse_010.mp3"
yousafzai,Psalms,95,1,1wopcM4yB1-CrlfsYLaVln_ZC6AEJZ5P8,"yousafzai_psalms095_verse_001.mp3"
yousafzai,Psalms,95,3,134pE-M3bcSSjut2dtTlFLqgKHHS5p-P1,"yousafzai_psalms095_verse_003.mp3"
yousafzai,Psalms,95,1,1wue78GDnl9E5Yvzqdhv6XAh8UUv8gi-S,"yousafzai_psalms095_verse_001.mp3"
yousafzai,Psalms,95,3,1TeHoVsJ_T7k5ufy-gseTsXKWbh2Vn85M,"yousafzai_psalms095_verse_003.mp3"
yousafzai,Psalms,95,2,1rRGkFRsqucYYh8BALoAF-A1oUx7aQ5KI,"yousafzai_psalms095_verse_002.mp3"
yousafzai,Psalms,95,2,1_k1LHJWkON--rocd-d85hsYMY5bze4Ik,"yousafzai_psalms095_verse_002.mp3"
yousafzai,Psalms,95,9,1WLs3LJ5TBkU3ilcjLSTrPDF_dHKZ-XEm,"yousafzai_psalms095_verse_009.mp3"
yousafzai,Psalms,95,9,1R7yQSMKPPxYZif22rOFmKn_4jBBJj29L,"yousafzai_psalms095_verse_009.mp3"
yousafzai,Psalms,70,5,1a0LVHnaM0SqpKrs1Va8qEyWBLXaUULrq,"yousafzai_psalms070_verse_005.mp3"
yousafzai,Psalms,95,8,1ulxbHQkdoGI-groqwQ-5lpiLIYtxBkgP,"yousafzai_psalms095_verse_008.mp3"
yousafzai,Psalms,95,8,1zSgbTNegJGvpGVqervo7SESzvQra9yZ3,"yousafzai_psalms095_verse_008.mp3"
yousafzai,Psalms,70,4,1mANZNWdMCEp-Q-MpRHtLS-Vdx20Y96O9,"yousafzai_psalms070_verse_004.mp3"
yousafzai,Psalms,70,5,1OPqhexTdfenFCwyxfQEXI5x95TfYjkUg,"yousafzai_psalms070_verse_005.mp3"
yousafzai,Psalms,70,4,1FRFNysGgHSr-WJWCrX1Mrfpzepiz4NSo,"yousafzai_psalms070_verse_004.mp3"
yousafzai,Psalms,70,1,1AVwgxT2BR5U_ERwv4qw-oHWQqSFwpbwE,"yousafzai_psalms070_verse_001.mp3"
yousafzai,Psalms,70,1,1h-VrMV-sy_QgO-0Q8YjyhkocF52NY_Sw,"yousafzai_psalms070_verse_001.mp3"
yousafzai,Psalms,70,3,1m_oox2Iwqjlou1yy5DYQ65DQZ0U5QqjQ,"yousafzai_psalms070_verse_003.mp3"
yousafzai,Psalms,70,3,1NoQbCdSlWUcBgENopREBIZ6QBwmEt6Uf,"yousafzai_psalms070_verse_003.mp3"
yousafzai,Psalms,70,2,1S5u6eCfvmpX4REQaM7ghBa0x0JJb4H9_,"yousafzai_psalms070_verse_002.mp3"
yousafzai,Psalms,13,5,1MGuKg7Hxa_gealyKYYp4aBSajixLbjdR,"yousafzai_psalms013_verse_005.mp3"
yousafzai,Psalms,13,4,1e2U9iYdGFeCVbC3-3cwRXRjd7t5ohFMC,"yousafzai_psalms013_verse_004.mp3"
yousafzai,Psalms,70,2,1HP_OwSbm-hkBFFaoalNfE48l6GQoHQ2x,"yousafzai_psalms070_verse_002.mp3"
yousafzai,Psalms,13,4,1miz1lfCq_3jcxUGsyCR7u2d-8dTzgc8A,"yousafzai_psalms013_verse_004.mp3"
yousafzai,Psalms,13,5,19qqLqK8M4qReIHTAbGNnXoRqntTHyvzH,"yousafzai_psalms013_verse_005.mp3"
yousafzai,Psalms,13,6,1nX3odIGGMJXC5U4M_bwzc2i8fr7Jq35k,"yousafzai_psalms013_verse_006.mp3"
yousafzai,Psalms,13,6,1fLOyFJcGT-pT5CfHr2_vBPZO_Z2fthpY,"yousafzai_psalms013_verse_006.mp3"
yousafzai,Psalms,13,2,1abB0TyclE7yuvu4ZUwq0_wwmWIeKgmD_,"yousafzai_psalms013_verse_002.mp3"
yousafzai,Psalms,13,3,1cK973STsa-YlFF8fOO4EYGj2MgZeoRJ0,"yousafzai_psalms013_verse_003.mp3"
yousafzai,Psalms,13,2,1g5Hzwv5dcxaC-eowCBtO25s1CgGeDGjn,"yousafzai_psalms013_verse_002.mp3"
yousafzai,Psalms,13,3,1YiOuYC7fnAtjz5CkgS3onr6AfJ3KCYVz,"yousafzai_psalms013_verse_003.mp3"
yousafzai,Psalms,13,1,1yOOiG_iRCGdS17EGEHAVAghZJI8R39e9,"yousafzai_psalms013_verse_001.mp3"
yousafzai,Psalms,13,1,1Jz4BFyvwfrGa072SqF6mmFG4-ugxlzuQ,"yousafzai_psalms013_verse_001.mp3"
yousafzai,Psalms,62,1,15tYFqEuK057ET5s5t2idZhwMWQFGw1xe,"yousafzai_psalms062_verse_001.mp3"
yousafzai,Psalms,62,3,10AY_36daJOaleB1UFfOvpMod60jwER99,"yousafzai_psalms062_verse_003.mp3"
yousafzai,Psalms,62,3,1RGboKQHiXp6IUTFO9sfjBUXLfArvR-Jh,"yousafzai_psalms062_verse_003.mp3"
yousafzai,Psalms,62,2,1v7XN1eC7hDmDS_vLAeh4BEDE9TXWlj-J,"yousafzai_psalms062_verse_002.mp3"
yousafzai,Psalms,62,1,1KpDZs3AJhFsxuTRPA_ModJ3bG3Mi0hdP,"yousafzai_psalms062_verse_001.mp3"
yousafzai,Psalms,62,2,1gUuX06aH242rH7GQ2iOXpjT599jp8n9U,"yousafzai_psalms062_verse_002.mp3"
yousafzai,Psalms,62,12,1yE_G012jFHOS0S2mvLOzuqX3jY_eMFyU,"yousafzai_psalms062_verse_012.mp3"
yousafzai,Psalms,62,12,1OiszhV0l7gSl0ynaoAtUMx9bZV-jDIJz,"yousafzai_psalms062_verse_012.mp3"
yousafzai,Psalms,62,7,11kI8Mjt-Kq93ePdtmWSFL1f__Wrdq41L,"yousafzai_psalms062_verse_007.mp3"
yousafzai,Psalms,62,6,1K5HhtPjdJ_NdPEA9yJbNbW1DS8U6LmxZ,"yousafzai_psalms062_verse_006.mp3"
yousafzai,Psalms,62,5,1rgb9KE2r0PPzL9iVSnoKpp7TIqYwaNxA,"yousafzai_psalms062_verse_005.mp3"
yousafzai,Psalms,62,5,1GsUSHmtvDgENzshTrLMys_u3Ly4EOkQ7,"yousafzai_psalms062_verse_005.mp3"
yousafzai,Psalms,62,6,1ncGdHOAGrfUAtrEROSYsqG_cCeujBu1B,"yousafzai_psalms062_verse_006.mp3"
yousafzai,Psalms,62,7,1nobe6kD6M3f6p3HF3FoMSUbsDOTmdKQq,"yousafzai_psalms062_verse_007.mp3"
yousafzai,Psalms,62,11,1LSQkF7KwQyE3pFRbgQXoM89pypX-i9qH,"yousafzai_psalms062_verse_011.mp3"
yousafzai,Psalms,62,11,1xsxAnmgvY9eDuif0MANWaf9rcx3LBsUs,"yousafzai_psalms062_verse_011.mp3"
yousafzai,Psalms,62,10,10vh4bsW0QQr-UZ9UQjCKZsw9vJcsoZp9,"yousafzai_psalms062_verse_010.mp3"
yousafzai,Psalms,62,9,1bmqD5eLhnvQfCHcUXPhMhacCq6SEZEBn,"yousafzai_psalms062_verse_009.mp3"
yousafzai,Psalms,62,4,1CmkCs0NUie2kI_ggg8SQs48hMQwwix4v,"yousafzai_psalms062_verse_004.mp3"
yousafzai,Psalms,62,4,1BH9MMsvavrqqg0eWToraLuM-p4J2aNVy,"yousafzai_psalms062_verse_004.mp3"
yousafzai,Psalms,62,10,11TZTqAGDVVnT18PP7LtXhzuAIWZPgyYo,"yousafzai_psalms062_verse_010.mp3"
yousafzai,Psalms,62,9,17xVoN2Dv11UQPuEkNgUmEFBsBuEDdCKa,"yousafzai_psalms062_verse_009.mp3"
yousafzai,Psalms,62,8,1uq2mLg9tEIHYfS6MhFH_QRPDvqKe_XIG,"yousafzai_psalms062_verse_008.mp3"
yousafzai,Psalms,62,8,1KjoIsIJHIKnRPpkyxSBgO2U2sXG4mdwU,"yousafzai_psalms062_verse_008.mp3"
yousafzai,Psalms,29,9,1v-ekcCimk-ai2lhjMyCd278dTkNiDtCZ,"yousafzai_psalms029_verse_009.mp3"
yousafzai,Psalms,29,8,1mYR8Y4X0Gw55bU1wpankHTk8EOJCrcl5,"yousafzai_psalms029_verse_008.mp3"
yousafzai,Psalms,29,9,185HXZQF65sZk-6Nf11W1cB_W-ZEudEGV,"yousafzai_psalms029_verse_009.mp3"
yousafzai,Psalms,29,1,1OK780HW8-VLRkAPaZqASClKYLDTJb2Pj,"yousafzai_psalms029_verse_001.mp3"
yousafzai,Psalms,29,1,1AYO0J-r3UdEVsHOoZxqKFW8215xcboIe,"yousafzai_psalms029_verse_001.mp3"
yousafzai,Psalms,29,8,1DxN9Utg5KOS4N5Xz0GB70GyYVnK3hEud,"yousafzai_psalms029_verse_008.mp3"
yousafzai,Psalms,29,2,10XckbXHiTWsHroSFpfUjtZeh9E8VWQj9,"yousafzai_psalms029_verse_002.mp3"
yousafzai,Psalms,29,2,1UzqtL4609hUYbxbOzAmD0gjrmzDj4jcO,"yousafzai_psalms029_verse_002.mp3"
yousafzai,Psalms,29,3,1-dq7_yymlSVUIxKHDZD6cFDaiV4o4m0u,"yousafzai_psalms029_verse_003.mp3"
yousafzai,Psalms,29,6,1seOEEHoJJjN0F8n3LOSJPBXJQRx-akGS,"yousafzai_psalms029_verse_006.mp3"
yousafzai,Psalms,29,7,1VzGp0cpg5-FaZsB4Z4XrPBy8hkHsfx1l,"yousafzai_psalms029_verse_007.mp3"
yousafzai,Psalms,29,3,11O1BUo-7aB70zCeyDzWuVdNLUdDaBrSv,"yousafzai_psalms029_verse_003.mp3"
yousafzai,Psalms,29,7,1ziYFQw9kezkh0NaGx9mnfd1_dgfEQnbm,"yousafzai_psalms029_verse_007.mp3"
yousafzai,Psalms,29,6,1lmSvaL85oO9sTcFun9Bwxz1yWNog6u27,"yousafzai_psalms029_verse_006.mp3"
yousafzai,Psalms,29,4,1kBEVvvQPQ5nZOxa55aoROuBoS7NDL6i6,"yousafzai_psalms029_verse_004.mp3"
yousafzai,Psalms,29,5,1Mqk55ZMb-x0kejohtqEvyOJaJAvxMctV,"yousafzai_psalms029_verse_005.mp3"
yousafzai,Psalms,29,10,1AKvfHv_zMwBLJONPw-kQ9itr04VPfqLK,"yousafzai_psalms029_verse_010.mp3"
yousafzai,Psalms,29,11,1lxhtqyfnX1B-ytPIzDRVE0VhhXhLmDpq,"yousafzai_psalms029_verse_011.mp3"
yousafzai,Psalms,29,4,15gj9BW2izRmRBI94WAtJYOVnI73kxNZ3,"yousafzai_psalms029_verse_004.mp3"
yousafzai,Psalms,29,10,1J3dCKixDFUPWf9vW5Tb9oESqErIfELMM,"yousafzai_psalms029_verse_010.mp3"
yousafzai,Psalms,29,11,1ZxFopMlb9TlO5NWn8gSSRVtUJURiT45e,"yousafzai_psalms029_verse_011.mp3"
yousafzai,Psalms,54,3,1Qqbesybta_pKRJsi8lV3EorgqwRzEl-7,"yousafzai_psalms054_verse_003.mp3"
yousafzai,Psalms,54,2,1N5fim67rdp7nmR6EIFeVv4vPkrKTEgck,"yousafzai_psalms054_verse_002.mp3"
yousafzai,Psalms,54,4,1zxY5wrXZYCcatXf_LakvaYfKcvcw-TBb,"yousafzai_psalms054_verse_004.mp3"
yousafzai,Psalms,29,5,1y4HoXvqDfu7KYl7CwqIABz-mgs7mfHJ9,"yousafzai_psalms029_verse_005.mp3"
yousafzai,Psalms,54,1,1UaH-hhPUex9mZ3PRV0f_O1CULQ7S8BXw,"yousafzai_psalms054_verse_001.mp3"
yousafzai,Psalms,54,3,1ar1Qz94nWWrdu9nISTl40p0z5TjtXYSk,"yousafzai_psalms054_verse_003.mp3"
yousafzai,Psalms,54,2,19AFjFhgNaVPFamK0KbFiPzbgz3DsFrA_,"yousafzai_psalms054_verse_002.mp3"
yousafzai,Psalms,54,1,1LUJS-o4Gr3Pxl1I--WFuf2suc3rhGmd6,"yousafzai_psalms054_verse_001.mp3"
yousafzai,Psalms,54,5,18msOo3zI8PbYDyZKFYQA7yiqMmfm5RSP,"yousafzai_psalms054_verse_005.mp3"
yousafzai,Psalms,54,4,1cMKheCSVVBd7_qvloW-EVFN3fKYXO6kz,"yousafzai_psalms054_verse_004.mp3"
yousafzai,Psalms,54,7,1qS4sQ0CH06I078GqeIuKY2xY5__FH_xG,"yousafzai_psalms054_verse_007.mp3"
yousafzai,Psalms,54,6,15F2zmcbhod0EbkMFKd7UAsbz-kpN3tBB,"yousafzai_psalms054_verse_006.mp3"
yousafzai,Psalms,54,5,1Bg8lWHCxmIzr3QPcI0pMWR_baI5ioUBg,"yousafzai_psalms054_verse_005.mp3"
yousafzai,Psalms,37,40,1chjqtg4YYOdLJHdkLZ-qMRliT9gcIUHs,"yousafzai_psalms037_verse_040.mp3"
yousafzai,Psalms,37,21,1AkYB7OE8zFiyl6TDoM_kKE8sB4XnrGlV,"yousafzai_psalms037_verse_021.mp3"
yousafzai,Psalms,54,7,15bUhW2fqVZhi2dp0HhzsGZ0hFtyqcvyH,"yousafzai_psalms054_verse_007.mp3"
yousafzai,Psalms,37,35,176aqnISwAb4X8_3s3QLtCtjHVCUMK6rw,"yousafzai_psalms037_verse_035.mp3"
yousafzai,Psalms,54,6,1-5LKjn6ttA279OmrsZrzZJwIBZnUVI7I,"yousafzai_psalms054_verse_006.mp3"
yousafzai,Psalms,37,9,1lA1B5Gc9UKLOFKPJ1Cxru-FFKbEnCQxr,"yousafzai_psalms037_verse_009.mp3"
yousafzai,Psalms,37,8,1Lc98CqkwJMCPDWrulNGvSXbacyUgUxMO,"yousafzai_psalms037_verse_008.mp3"
yousafzai,Psalms,37,21,1U0b84cDe1ZLorS0dfxPk6TCZL5QjpbhA,"yousafzai_psalms037_verse_021.mp3"
yousafzai,Psalms,37,40,1x-tsXfgJpB0EKUBAJvso57FV1agHgvkd,"yousafzai_psalms037_verse_040.mp3"
yousafzai,Psalms,37,35,1lw3ZbcOqibdqsvNuhPl21JZ1riZFnm-i,"yousafzai_psalms037_verse_035.mp3"
yousafzai,Psalms,37,9,1NHIIq-qJHKFfD3ovnTvExDANZeQxd4nP,"yousafzai_psalms037_verse_009.mp3"
yousafzai,Psalms,37,34,1hGT4c5YRXjwv-IBbcKVLq8BURyXqBVLE,"yousafzai_psalms037_verse_034.mp3"
yousafzai,Psalms,37,20,1MqQ4-l0Jy5_qZc7ZmNRgZLitVwINF98k,"yousafzai_psalms037_verse_020.mp3"
yousafzai,Psalms,37,36,1OxOJO13KVP2Ljv6XNFFOxRmay4JUv9z3,"yousafzai_psalms037_verse_036.mp3"
yousafzai,Psalms,37,8,1py9-3yn-geHJKx5JTjEZw_Kkv2qPmomG,"yousafzai_psalms037_verse_008.mp3"
yousafzai,Psalms,37,34,1_h7Oteblxfn7XROOHSgTfgPa6EiEWveR,"yousafzai_psalms037_verse_034.mp3"
yousafzai,Psalms,37,20,1HuYp03GTZiuNMKzOJdWteebZkCdPdMUn,"yousafzai_psalms037_verse_020.mp3"
yousafzai,Psalms,37,23,1UsrmtLCT99GMmfNMIcDYWya4V4fR4X9r,"yousafzai_psalms037_verse_023.mp3"
yousafzai,Psalms,37,36,10oCUiVKE9d6qDoA4dYFWjSaR-yjiQCJu,"yousafzai_psalms037_verse_036.mp3"
yousafzai,Psalms,37,22,1psoIk1jkdkqZdyeddyFSiDXmpTh_sSK7,"yousafzai_psalms037_verse_022.mp3"
yousafzai,Psalms,37,37,12veKsJwPQvFo2Fx7zKhNxt8RjAL5NyAK,"yousafzai_psalms037_verse_037.mp3"
yousafzai,Psalms,37,22,1fcJBPlYVsQiSA4fskjgKdl2rwD_F48Nn,"yousafzai_psalms037_verse_022.mp3"
yousafzai,Psalms,37,23,1WoI8DypE7ULXSiTyFm5z_BJnfUAgIzg9,"yousafzai_psalms037_verse_023.mp3"
yousafzai,Psalms,37,37,1OYWiRhZ0uch6Z69kzL7wZpLp746I_P0p,"yousafzai_psalms037_verse_037.mp3"
yousafzai,Psalms,37,26,1_L_O6GIbjAUleTYc5dCY_hBnKoLu12mZ,"yousafzai_psalms037_verse_026.mp3"
yousafzai,Psalms,37,33,1XEAHLof9ioV8tGpyNKV3Nf_LxBUyV1CI,"yousafzai_psalms037_verse_033.mp3"
yousafzai,Psalms,37,27,1_YY11OjkYOdGY3cgDYSzIE9HxeHZWtVT,"yousafzai_psalms037_verse_027.mp3"
yousafzai,Psalms,37,33,1T1ge6nvar2axpv_AAkhqqL_l7QZQXjVl,"yousafzai_psalms037_verse_033.mp3"
yousafzai,Psalms,37,26,1x-vFiM-LU-fJ5p5Zlz-Cg8ZSLfiRaxQn,"yousafzai_psalms037_verse_026.mp3"
yousafzai,Psalms,37,27,1o8d7tZy0_0U1ANdW0Ffc29Pxs9wHyANr,"yousafzai_psalms037_verse_027.mp3"
yousafzai,Psalms,37,32,1V_MubNBhFB096UhM_mjRgCOZlIT32WCo,"yousafzai_psalms037_verse_032.mp3"
yousafzai,Psalms,37,32,15u50RQDTd5AL13EKaB3ghb6eRt8dG179,"yousafzai_psalms037_verse_032.mp3"
yousafzai,Psalms,37,18,1MToQ1pJl1ImGSPu6r__5tD0V8_NphZc8,"yousafzai_psalms037_verse_018.mp3"
yousafzai,Psalms,37,18,1bmwghGm8qTssEXa5aM2MApTJAoNVHcYX,"yousafzai_psalms037_verse_018.mp3"
